field0,response_id,language,version,summary.word_count,summary.words_per_sentence,summary.sentence_count,summary.six_plus_words,summary.emojis,summary.emoticons,summary.hashtags,summary.urls,summary.capitals,personality.extraversion,personality.active,personality.assertive,personality.cheerful,personality.energetic,personality.friendly,personality.sociable,personality.openness,personality.adventurous,personality.artistic,personality.emotionally_aware,personality.imaginative,personality.intellectual,personality.liberal,personality.conscientiousness,personality.ambitious,personality.cautious,personality.disciplined,personality.dutiful,personality.organized,personality.self_assured,personality.neuroticism,personality.aggressive,personality.anxiety_prone,personality.impulsive,personality.melancholy,personality.self_conscious,personality.stress_prone,personality.agreeableness,personality.cooperative,personality.empathetic,personality.genuine,personality.generous,personality.humble,personality.trusting,social_dynamics.social,social_dynamics.affiliation,social_dynamics.inward_focus,social_dynamics.outward_focus,social_dynamics.authentic,social_dynamics.negations,social_dynamics.clout,drives.affiliation,drives.achievement,drives.risk_seeking,drives.risk_aversion,drives.power,drives.reward,cognition.analytical_thinking,cognition.cognitive_processes,cognition.causation,cognition.certainty,cognition.comparisons,cognition.differentiation,cognition.discrepancies,cognition.insight,cognition.tentative,additional_indicators.focus_past,additional_indicators.focus_present,additional_indicators.focus_future,additional_indicators.self_focus,additional_indicators.external_focus,sallee.sentiment,sallee.goodfeel,sallee.badfeel,sallee.emotionality,sallee.non_emotion,sallee.ambifeel,sallee.admiration,sallee.amusement,sallee.excitement,sallee.gratitude,sallee.joy,sallee.love,sallee.anger,sallee.boredom,sallee.disgust,sallee.fear,sallee.sadness,sallee.calmness,sallee.curiosity,sallee.surprise
A3L40OCWS1W7R7,c1385cbc-ae3a-4d77-ace7-56d7fb4d3294,en,v1.0.0,30,6,5,0,0,0,0,0,0.083333333,56.23527256,51.07816654,68.53422266,55.03029709,60.93227306,42.79852463,38.85054547,30.60963647,45.44613076,52.12174276,21.61718524,39.77558523,13.1686218,37.07409689,57.86540227,74.58498686,15.59520675,55.06794335,35.55171029,75.95564102,73.52469907,44.92179745,53.44892562,38.93050472,94.90626111,24.53469168,30.80695039,57.18521971,52.65691248,59.8508933,52.73349045,79.66631964,36.24003594,25.16826947,92.09880187,0.007925821,0.129990347,99.67604592,0.132417446,98.39325885,0.498185398,0.865856154,0.129990347,100,52.23868245,2.238682446,100,100,0.188236808,0.333333333,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0.166666667,0,0.389499389,0.389499389,0,0.389499389,0.610500611,0,0.389499389,0,0,0,0,0,0,0,0,0,0,0,0,0
A2M1OW141Y5WSN,8aa03768-9626-4943-8cf0-85dbffbd65a7,en,v1.0.0,405,16.2,25,0.283950617,0,0,0,0,0.022284123,34.6032915,22.43591527,36.89145248,47.30728232,22.66339026,46.1743159,30.79604286,52.84976294,60.38627407,52.71212604,44.35765361,59.03210415,52.34546275,49.51346543,49.62046964,43.26542505,77.65404642,61.07243819,31.08851007,58.76546769,56.91865512,36.43618939,18.62227845,61.49076673,37.1218092,32.71393394,65.38143973,32.67380292,46.36063546,49.74837208,68.60256904,32.56492802,46.54272887,41.56873358,33.95449987,0.023897948,0.129990347,39.03578786,8.209881652,15.54589401,0.498185398,18.62220929,0.129990347,78.78324062,65.20317802,82.8850451,10.18188882,31.56417517,0.810309357,0.12345679,0.049382716,0,0.024691358,0.037037037,0.012345679,0,0.037037037,0.086419753,0.111111111,0.024691358,0.061728395,0.012345679,0.111697449,0.226033421,0.114335972,0.340369393,0.659630607,0,0.026385224,0,0.142480211,0,0,0.057167986,0,0,0.043975374,0.052770449,0.105540897,0.057167986,0,0
A1WGVH160JCIC,469050d7-d095-4d0d-a8fa-47ef053fe6df,en,v1.0.0,170,8.5,20,0.264705882,0,0,0,0,0.027210884,62.17438036,67.99978267,55.68461384,63.73715976,63.43061917,68.99121248,58.39901308,40.17707127,48.23024778,47.94836751,36.35604818,29.94480381,36.48093795,45.8980417,68.23471607,83.29165259,58.43825191,73.14960937,63.32947689,25.64986624,75.76764241,39.07071423,21.73878884,49.63297955,48.32875955,40.97884381,40.682717,51.70973636,62.78369264,61.29657105,52.22789408,64.14981404,68.34315327,57.7855727,64.39195345,59.50414928,80.6255772,12.88794705,39.17901183,90.61658086,0.498185398,63.64608669,80.6255772,83.98578836,51.31589837,3.161466523,81.73941067,98.11622787,0.510336134,0.147058824,0.029411765,0,0,0.088235294,0,0,0.029411765,0,0.147058824,0.029411765,0.029411765,0.029411765,0.192021209,0.192021209,0,0.192021209,0.807978791,0,0.050498674,0,0,0.050498674,0,0.141522535,0,0,0,0,0,0,0,0
A31URN5S2Q0UJV,444ab378-3ebf-42d5-8c9c-2d64a123cd1c,en,v1.0.0,225,9,25,0.288888889,0,0,0,0,0.02293578,57.37260137,50.19442752,65.78715389,62.66716487,59.26975777,55.20900323,32.71593904,61.84705749,78.64656571,76.39030909,38.51590974,45.41270929,71.72440208,36.94695023,61.41489468,61.0959182,48.02164416,54.06851213,58.63550988,67.56128116,73.56886078,38.31105629,52.44271296,36.88626019,56.78286843,25.0777787,40.72847423,25.94211315,59.47876563,60.00436607,68.46453165,36.26309202,64.97536893,43.23561647,69.82294132,0.007925821,0.129990347,22.74293993,0.132417446,77.47439785,0.498185398,21.61677792,0.129990347,95.53060133,99.95861955,49.95861955,99.8404823,100,0.880763126,0.155555556,0.044444444,0.022222222,0.044444444,0.022222222,0,0.044444444,0.044444444,0.044444444,0.066666667,0,0.044444444,0,0.375,0.404761905,0.029761905,0.43452381,0.56547619,0,0.404761905,0,0.101190476,0.089285714,0,0.05952381,0.029761905,0,0,0,0,0,0,0
A2813CU4C11BIE,265e0f56-5348-4073-a8b5-738135128f7e,en,v1.0.0,215,7.166666667,30,0.186046512,0,0,0,0,0.031914894,26.89135763,35.39347003,32.40028668,28.79374924,13.05047437,30.47206704,24.38001816,48.49843241,50.85735923,54.31317804,26.27702071,36.89154454,61.76240435,33.90499937,43.78053853,27.25095015,75.11351688,74.70210424,31.93118005,53.58067104,46.47592239,48.28721629,41.05884846,46.23223313,36.28638055,56.34771448,60.79423504,41.75447314,41.0940233,41.73101971,71.90896952,40.91366981,31.30984182,44.64513945,28.59287836,0.007925821,0.129990347,9.583665842,0.132417446,0.28016564,82.58972181,31.21458675,0.129990347,96.37887466,95.44815029,54.4690888,0.007224312,90.79948642,0.932585895,0.162790698,0.023255814,0,0.093023256,0,0.046511628,0.023255814,0.069767442,0.046511628,0.093023256,0,0.023255814,0,0,0.1,0.1,0.24,0.76,0.04,0.04,0,0,0.04,0,0,0.1,0,0,0.06,0,0.06,0,0
A1J7I5095JBHH,8bd6d258-cf67-4e11-9b52-52372e8a9eea,en,v1.0.0,175,15.90909091,11,0.2,0,0,0,0,0.02,44.48049411,43.71638201,19.86281551,57.95193549,56.58459792,61.40329624,37.9930391,57.28459515,56.22570862,70.12847437,37.53396992,30.91917438,65.03568918,63.78642082,37.54354626,23.84260626,36.69659925,40.64502014,41.8323312,1.901697649,73.29114718,49.36407094,39.62255868,47.59495113,78.40408405,43.54812352,56.48028737,54.53140052,59.63320929,42.40446585,82.25576088,59.9103451,57.45924803,62.99606762,51.85332144,0.007925821,0.129990347,33.75583125,0.132417446,87.50273316,0.498185398,2.921873914,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.366805338,0.228571429,0.028571429,0,0.085714286,0.085714286,0,0.057142857,0.057142857,0.028571429,0.2,0,0.057142857,0,0.169620253,0.250632911,0.081012658,0.372151899,0.627848101,0.040506329,0.081012658,0,0,0,0,0.169620253,0.081012658,0,0,0,0,0,0,0
A2KJR83EUJJNAX,cf02a992-7ff0-48f5-b5ca-fbdf4617ca69,en,v1.0.0,170,17,10,0.176470588,0,0,0,0,0.014492754,41.03786721,53.91766402,54.52557823,25.70728825,45.4997969,32.70302651,20.0055151,34.78428843,59.72961733,29.29122412,10.10189914,23.05211055,39.17068008,40.32465025,52.31776011,51.29974112,21.13584744,71.03095957,41.09306853,68.09266357,66.50881167,35.69974727,37.99349455,18.49930174,49.06756068,43.34022053,40.3817332,6.456711541,35.99440241,50.71683345,18.38897879,83.20099179,21.10714276,24.98901456,50.77449039,0.858357093,0.129990347,12.88794705,0.132417446,90.61658086,94.27518204,13.79199729,0.129990347,83.98578836,51.31589837,3.161466523,81.73941067,98.11622787,0.972057609,0.088235294,0.029411765,0,0.117647059,0.058823529,0,0,0,0,0.088235294,0,0.029411765,0,-0.01010101,0.116161616,0.126262626,0.242424242,0.757575758,0,0.101010101,0,0,0,0,0,0,0,0.126262626,0,0,0.015151515,0,0
A1WWZ1NKXLFYNG,0cd930e4-833e-4eef-9732-509aedd4bc7e,en,v1.0.0,360,12,30,0.25,0,0,0,0,0.026229508,44.46942287,48.65483344,31.76729766,54.10731229,51.34903546,40.61710763,44.72604904,46.34289866,55.87354003,55.62347837,18.42819745,50.60011027,38.88274222,68.87015248,41.57148089,42.21385092,55.80902431,58.27470178,22.61305568,35.616456,50.88207162,40.10126855,37.97075086,45.24879188,67.32292638,22.05698964,54.21753058,52.0559698,41.70070301,48.56622984,57.14813014,37.19453734,28.00640911,44.85555767,56.68244572,3.766565468,24.45612102,79.30850345,0.132417446,29.01421664,99.65570247,0.313115133,24.45612102,94.00231971,2.259372672,52.21799222,15.58746561,0.035163448,0.100118326,0.208333333,0.055555556,0.013888889,0.027777778,0.083333333,0.013888889,0,0.041666667,0.097222222,0.083333333,0.013888889,0.097222222,0,0.06058974,0.114447287,0.053857547,0.32139491,0.67860509,0.153090077,0.064629056,0,0.043086037,0,0.017503703,0,0.021543019,0,0,0,0,0.032314528,0,0
A1ZM06J2A5XGHY,44b43b0b-2223-453e-a35e-2f96063629a8,en,v1.0.0,45,4.5,10,0.222222222,0,0,0,0,0.045454545,42.99866276,51.44790024,42.05636425,36.79261861,60.93227306,37.38307647,15.65722793,43.37368533,45.44613076,41.91831476,23.54806459,17.48034109,50.40088706,67.11428908,23.39634424,16.57122744,15.59520675,31.92618751,8.931413115,1.095934851,65.13273057,38.0706658,30.10752274,15.690493,45.81641769,52.84673921,39.00741646,25.71600131,44.00334576,55.51272467,69.51527095,78.31377895,17.51673159,54.46657411,35.69227538,0.007925821,0.129990347,1.017244092,0.132417446,40.12846211,100,0.032903056,0.129990347,100,2.259372672,52.21799222,0.007224312,0.035163448,0.758993056,0.333333333,0.111111111,0,0.111111111,0.111111111,0,0.111111111,0,0.222222222,0,0,0,0,0,0,0,0.2,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2V608ILSK1M5R,b5220866-7c0f-4c89-bd9f-4a240d4d1521,en,v1.0.0,90,9,10,0.444444444,0,0,0,0,0.022222222,33.84653229,43.54976846,11.66636658,36.79261861,59.24996414,26.47044106,29.39319313,44.00323594,45.4889846,64.55547138,6.072945332,31.87944038,42.72069805,67.4667757,25.81276793,16.57122744,48.88493624,42.80958641,8.931972962,1.095934851,54.21147392,37.02336017,16.79332296,34.56473454,55.77037344,38.80742446,57.22974735,40.85680983,38.31481849,40.11299435,69.18607262,30.68330876,25.57660719,56.22441175,26.48532557,0.007925821,0.129990347,32.14263567,0.132417446,8.095491989,99.99160229,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.100118326,0.388888889,0.111111111,0,0.055555556,0.166666667,0.055555556,0,0.111111111,0.111111111,0.055555556,0,0.055555556,0,0,0,0,0.15,0.85,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2TU781PWGS09X,6a6b66eb-4d1c-44ca-9c28-8a470d119e80,en,v1.0.0,12,12,1,0.5,0,0,0,0,0.090909091,34.433813,43.54976846,32.46397498,14.58138878,60.93227306,29.05110672,15.64067649,35.33250984,59.72961733,66.4832636,22.35798115,27.76501914,11.12387006,58.49212661,22.00464961,16.56295172,15.59520675,32.91008046,8.931413115,1.095934851,56.8124952,53.43317809,66.28202145,31.34306655,83.43365251,53.08134321,31.31929323,40.06864817,43.44814197,35.57571429,82.53483442,60.03851172,17.23842047,66.95090777,40.84434158,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,100,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.01,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
A3IOV1NJ4IM2HC,a5d0b131-4a20-4e82-aa57-549665a63928,en,v1.0.0,30,6,5,0.333333333,0,0,0,0,0.034482759,31.11721389,58.97629833,14.72518701,17.19543505,49.88501567,30.10162513,28.13966995,40.39905519,45.52600069,55.10888237,22.65920405,16.14705028,39.74112177,58.06960524,23.99987448,16.56295172,32.16609283,32.51768534,15.56486742,1.095934851,50.55783792,44.53294514,29.44087733,35.28700252,47.55241129,65.44019965,38.79235347,28.73111054,44.98974333,43.0248386,82.43186163,64.30861904,26.51050571,43.68910982,37.78226048,0.007925821,0.129990347,99.67604592,0.132417446,98.39325885,0.498185398,0.865856154,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.620352734,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,-0.166666667,0,0.166666667,0.166666667,0.833333333,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0
A3IJDWW3VVLF3G,c04c99be-51cc-49a3-adc3-940010494f6e,en,v1.0.0,170,6.8,25,0.235294118,0,0,0,0,0.02994012,31.78236925,36.84855841,53.74502573,14.72884059,25.34657245,20.72116576,27.58224674,54.39246114,69.0796209,72.19134872,22.37318477,57.48684791,53.68900404,46.95841184,28.0480539,17.03884481,51.84268192,42.08285813,4.334996075,47.80637386,44.7308981,44.28988104,45.83944251,37.27877002,34.36224007,52.89294759,57.51445881,18.07543196,27.53252056,31.25195895,48.37467124,41.61513661,9.06470841,42.20083115,24.45891808,0.007925821,0.129990347,1.017244092,0.132417446,27.2269363,100,2.39326222,0.129990347,0.059124959,50.01241414,99.97103368,99.97481275,0.035163448,0.806715686,0.117647059,0,0,0.029411765,0.088235294,0,0,0.029411765,0,0.029411765,0,0,0,-0.416997262,0.050120132,0.467117394,0.517237526,0.482762474,0.017880092,0,0,0,0,0,0,0,0,0.2145611,0.017880092,0.163155836,0.050120132,0.017880092,0
A1DFI14L1LBOPJ,0483f3da-8bb0-4e0e-a47b-efbe12510e0b,en,v1.0.0,90,18,5,0.222222222,0,0,0,0,0.028985507,34.72282315,43.55310167,15.60205968,36.79261861,60.93227306,30.18989102,19.81361304,38.39616682,48.29029964,50.31257261,5.832240272,32.92020832,32.12289231,67.4667757,24.0610378,16.57122744,19.45581513,39.3381371,8.931972962,1.095934851,62.61411473,38.04062547,29.10505491,28.77192858,58.06428607,38.80742446,50.10883003,32.96200795,44.60026056,43.09545131,76.17038445,69.58767086,25.57660719,45.23890788,38.28327704,0.007925821,0.129990347,87.3438672,0.132417446,83.93350349,99.99160229,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.463650794,0.111111111,0,0,0.055555556,0.111111111,0,0,0,0.055555556,0.111111111,0,0.111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1BAZK7LSPBPEJ,afe7f554-99b5-432d-878a-4bdc64ecba3f,en,v1.0.0,335,16.75,20,0.23880597,0,0,0,0,0.042402827,33.21357035,38.93874105,23.32294438,27.31421448,47.86828293,28.87658862,37.09914437,63.0705112,72.78203782,69.40680794,58.61618957,54.60992496,64.12101839,54.70515132,32.88769548,35.58903063,66.18886285,35.35249714,27.45507173,15.1419028,25.36632369,54.00402157,30.55437388,72.88846792,43.5075348,61.69260819,73.48714654,56.18307558,41.72529048,33.15851453,78.28784437,47.80943259,27.24992593,52.01437285,32.04814346,5.15996395,0.129990347,83.99822137,39.99006869,86.66631452,99.80685536,1.006157308,0.129990347,0.059124959,49.62343789,99.58205744,0.007224312,0.035163448,0.169600746,0.208955224,0.014925373,0.014925373,0.059701493,0.074626866,0.014925373,0.059701493,0.074626866,0.014925373,0.164179104,0.029850746,0.104477612,0.029850746,-0.05652448,0.067766337,0.124290817,0.301849128,0.698150872,0.177558311,0.036247111,0,0,0,0,0.031519227,0,0,0.031519227,0,0.010506409,0,0.135532675,0
A23NSBJ5CGLWAA,9c43de06-16f1-42e0-8a77-a67e18c7869d,en,v1.0.0,125,8.333333333,15,0.56,0,0,0,0,0.02,40.01139693,36.40152063,67.31979791,19.85203124,29.55064551,38.83272271,34.38965679,58.43884126,54.92066552,94.90176472,38.71921381,41.84844064,63.7120642,34.27506152,53.84226775,58.16983748,61.26678369,66.86154284,43.29070564,54.58593985,48.4035746,55.39848681,53.64839428,43.18425141,66.51215969,65.51858063,45.78213525,40.18421898,41.95422443,42.01917994,57.3774051,22.11855447,39.30543254,32.00880999,58.91028397,0.007925821,0.129990347,19.30713629,0.132417446,96.7782551,0.498185398,6.367513935,0.129990347,93.07042114,99.95034346,50.04138045,99.93283421,99.90706136,0.307295918,0.24,0.04,0.04,0.04,0.08,0,0.04,0.04,0.04,0,0,0.04,0,0.060402685,0.248322148,0.187919463,0.489932886,0.510067114,0.053691275,0.167785235,0,0,0.087248322,0,0,0.026845638,0.026845638,0,0,0.161073826,0.161073826,0,0
A1WGC9NCI09T3D,5c0761fd-d56e-4c07-bfb7-042ed23bc7c1,en,v1.0.0,470,15.66666667,30,0.180851064,0,0,0,0,0.05026455,30.24022006,53.28219912,30.8773156,14.81554293,33.13498842,23.40091026,32.39386435,44.88287863,54.70182205,33.95026656,20.72203635,43.44164663,52.09076687,54.12319224,34.09217238,29.88227634,96.59150744,44.09631736,14.18869052,21.68514354,33.23471228,53.04629892,45.92297422,66.78019037,35.67664735,52.93081555,75.25961516,50.26588043,31.56659483,33.60793331,44.73459186,46.7248095,20.59239014,41.00168261,22.00290047,0.249613056,0.129990347,41.32902163,6.289828685,24.83575834,27.05056485,11.8569446,0.129990347,86.79437461,49.95034346,99.90896301,5.825459721,0.035163448,0.694495224,0.127659574,0.031914894,0,0.053191489,0.053191489,0.031914894,0,0.063829787,0.031914894,0.14893617,0.031914894,0.063829787,0.010638298,-0.258822539,0,0.258822539,0.258822539,0.741177461,0,0,0,0,0,0,0,0.092815632,0,0.100901204,0.104943991,0.039838289,0,0,0
A28RTSY1TRCXLK,1b45a6f7-d5ac-48ff-a452-3fda52a9122d,en,v1.0.0,255,12.75,20,0.294117647,0,0,0,0,0.022522523,29.48192961,43.54284071,20.58185696,19.84586965,34.17686527,32.59672563,40.20965766,45.2774209,37.34107456,77.72591359,51.982419,45.72311926,29.85867409,46.98741233,47.49385108,41.52881398,53.42369957,69.87816623,41.29825799,65.2171967,39.82967583,53.23180978,48.54052469,45.80788987,70.2854369,55.36226346,48.90732732,52.50680791,50.75707093,36.13358309,91.93949012,59.62187885,35.98121901,51.81932215,48.13190243,0.136506753,0.129990347,90.28311096,19.82951254,34.73238402,69.72511488,6.805573286,0.129990347,0.059124959,52.1890259,2.288338989,0.007224312,99.89861248,0.031237233,0.098039216,0.058823529,0,0,0,0,0.019607843,0.019607843,0.078431373,0.078431373,0,0.117647059,0.019607843,-0.097072879,0.1229092,0.219982079,0.342891278,0.657108722,0,0.097072879,0,0.002180406,0.052270012,0,0,0.044802867,0,0,0.100507766,0,0.059737157,0,0
A28G6HAG3I755Y,a9c58d3b-c77e-4811-8e3d-51450112d9e0,en,v1.0.0,24,4,6,0.25,0,0,0,0,0.045454545,56.34141361,43.54976846,41.60016533,66.11033546,72.03729092,67.65732066,44.21791925,39.36778567,59.72961733,93.36296854,22.4422925,40.39048377,13.50005677,37.07560397,51.08259589,49.59325594,32.26061023,43.95646623,55.38270362,1.095934851,90.08782428,29.95899119,29.06565659,28.6576752,65.00262898,24.52521019,11.07776383,34.24692093,71.50878411,59.76655763,82.60634078,67.09855908,69.36423354,74.88079962,76.38077657,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.386043956,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0.625,0.375,0,0.625,0,0,0.375,0,0.25,0,0,0,0,0,0,0,0
A29C6ZBT7HP13Q,b0186456-e432-41f8-bf96-bd1b50add2d2,en,v1.0.0,140,9.333333333,15,0.214285714,0,0,0,0,0.024193548,55.40580374,43.91635432,39.37441104,65.84363518,71.96318588,65.79544953,43.16212675,43.67933191,40.86297477,74.8060568,30.29052367,29.17075584,29.22872508,72.92651109,37.49073096,24.58443275,15.77649047,44.49011374,41.50608935,1.095934851,82.07574294,39.03967361,22.81695575,30.26062664,66.74506885,38.72074489,49.98662824,46.97563589,61.2413921,64.22608087,75.50735125,73.14123728,48.45613113,72.60136854,55.80498872,1.91810942,90.71651875,16.40166065,0.132417446,12.66785997,98.5725375,8.954832016,90.71651875,89.9651262,2.259372672,52.21799222,0.007224312,0.035163448,0.29296974,0.142857143,0.071428571,0,0.035714286,0.071428571,0,0,0,0.035714286,0.107142857,0,0.035714286,0,0.277777778,0.277777778,0,0.277777778,0.722222222,0,0.138888889,0,0,0,0,0.138888889,0,0,0,0,0,0,0,0
A1CEDYAX0NG4BU,adff3ac6-bc53-4521-a3cd-3729659c1a8e,en,v1.0.0,65,65,1,0.230769231,0,0,0,0,0.018867925,31.16832934,35.35565098,18.39941976,18.28283299,60.93227306,25.66997015,26.40512157,36.74825332,46.11264538,33.39420744,6.11131953,14.295941,45.41915446,58.49212661,22.50846902,16.56295172,29.64100678,42.61856709,8.931413115,1.095934851,46.48673036,44.70082943,29.31436435,35.78485181,67.64455194,50.70184337,42.63720157,50.20921261,38.80470168,39.47951461,42.41261972,72.53476516,18.62646205,49.4632676,48.96167914,0.007925821,0.129990347,58.24738187,0.132417446,100,100,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.105668332,0.307692308,0,0,0.076923077,0.230769231,0,0.076923077,0,0.076923077,0.153846154,0,0.076923077,0,-0.153846154,0,0.153846154,0.153846154,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0
A1YVFD3TLX6E22,d6a4dead-3c45-416c-9d92-0ee18c164969,en,v1.0.0,505,24.04761905,21,0.188118812,0,0,0,0,0.020779221,37.34010505,37.09853029,26.10944394,41.23313363,43.58323772,42.66789324,39.77593742,35.62193263,53.51481968,42.51424018,21.04228054,17.97843384,35.09603984,41.42668394,50.13838684,48.36749937,36.43106033,73.66137572,29.86401845,60.15703501,67.98637782,43.99765378,48.17305183,33.1461205,62.39674737,42.07722971,34.71329198,42.2822552,47.23458824,42.80534019,60.03689274,66.5098488,35.28662712,41.39521045,57.19662104,0.007925821,0.129990347,61.34818067,0.132417446,53.76161089,24.44853834,6.590673477,0.129990347,0.059124959,42.307374,12.1699909,44.63818206,79.76740416,0.642550684,0.138613861,0.079207921,0.00990099,0.00990099,0.02970297,0.00990099,0.01980198,0.01980198,0.04950495,0.138613861,0,0.079207921,0,0.068942755,0.138411919,0.069469163,0.207881082,0.792118918,0,0.109501249,0,0.00121993,0,0,0,0.055013829,0,0,0,0.014455335,0.021591089,0,0
A22V1MD93T2FW9,6652cf0b-b187-44d3-a7ab-292dee6a45dd,en,v1.0.0,295,8.428571429,35,0.254237288,0,0,0,0,0.026515152,58.57334521,44.08343052,29.24148504,98.1552427,55.83547387,78.97873438,59.46283417,49.30513042,36.6380231,84.66281517,51.53133714,39.15657308,41.19115611,45.66932833,54.77004573,49.58703921,38.96673237,38.18113123,72.76908279,3.126850257,86.9010166,37.79888526,27.82868063,25.59359226,64.59456533,38.83954896,36.92908019,43.92431459,67.82753914,56.60211006,84.53044782,32.93286532,77.91149573,71.11542357,59.97566805,76.39336206,88.49982587,27.70999449,48.31581561,0.445121456,0.498185398,73.83051502,88.49982587,0.059124959,52.23868245,2.238682446,0.007224312,100,0.329779488,0.101694915,0.033898305,0,0.016949153,0.033898305,0.033898305,0,0.033898305,0.050847458,0.016949153,0,0.050847458,0.033898305,0.319559569,0.344302858,0.024743288,0.369046146,0.630953854,0,0.14845973,0,0,0.136088086,0.072126686,0.136088086,0.024743288,0,0,0,0,0,0,0
A27PPA3O7PX0OH,88eacd17-a092-4c90-ab36-6cde9afef11f,en,v1.0.0,95,6.333333333,15,0.210526316,0,0,0,0,0.037037037,48.19012452,68.22315168,77.52595923,14.60904511,49.94617502,29.79690372,29.42152035,39.70645001,17.24663158,79.42927081,38.33636932,43.59224774,21.61265913,58.1173101,33.61878934,41.55675489,48.73836503,27.44692787,18.7304112,38.1927894,31.96515206,67.81580326,90.94607874,27.53047204,77.30589197,67.1028789,53.31856621,62.65630622,34.76590744,45.2696785,67.67560553,55.19541783,8.92098814,43.96700272,31.01783239,10.27060937,98.65160228,1.017244092,0.132417446,100,99.96640924,9.426071866,98.65160228,98.23539265,2.259372672,52.21799222,100,0.035163448,0.497067669,0.210526316,0,0.105263158,0,0.105263158,0,0,0,0.157894737,0,0,0,0,-0.411223551,0,0.411223551,0.411223551,0.588776449,0,0,0,0,0,0,0,0.190432383,0,0,0.110395584,0,0,0,0
